[2025-07-07 12:24:33] SECTION: 
==================================================
CATEGORY COMPRESSION PROCESS STARTED
==================================================
[2025-07-07 12:24:33] INFO: Process configuration | Context: batch_size=10, dry_run=False, model=gpt-4.1
[2025-07-07 12:26:20] SUCCESS: ✅ Database updated with compressed description | Context: category=countryGroupCreditTrend, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:20] INFO: Compressing category | Context: category=instrumentError, original_words=10, original_preview=This category contains the errors reported from validation and calculation...., display_name=Instrument Error
[2025-07-07 12:26:22] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentError, original_words=10, compressed_words=5, reduction=50.0%, compressed_preview=Errors from validation and calculation....
[2025-07-07 12:26:22] INFO: Saving compressed description to NEW field | Context: category=instrumentError, action=adding_compressed_description_field
[2025-07-07 12:26:23] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentError, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:23] INFO: Compressing category | Context: category=ttcPDToRatingMap, original_words=29, original_preview=This category maps the through the cycle (TTC) probability of default (PD) to a rating. Data is impo..., display_name=TTC PD to Rating Map
[2025-07-07 12:26:24] SUCCESS: ✅ Successfully compressed category | Context: category=ttcPDToRatingMap, original_words=29, compressed_words=23, reduction=20.7%, compressed_preview=Maps through the cycle (TTC) probability of default (PD) to rating; data imported by as of date and ...
[2025-07-07 12:26:24] INFO: Saving compressed description to NEW field | Context: category=ttcPDToRatingMap, action=adding_compressed_description_field
[2025-07-07 12:26:26] SUCCESS: ✅ Database updated with compressed description | Context: category=ttcPDToRatingMap, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:26] INFO: Compressing category | Context: category=creditModelEccl, original_words=11, original_preview=The outputs from the Moody's Analytics Expected Consumer Credit Losses model...., display_name=Credit Model ECCL
[2025-07-07 12:26:26] SUCCESS: ✅ Successfully compressed category | Context: category=creditModelEccl, original_words=11, compressed_words=10, reduction=9.1%, compressed_preview=Outputs of Moody's Analytics Expected Consumer Credit Losses (ECCL) model....
[2025-07-07 12:26:26] INFO: Saving compressed description to NEW field | Context: category=creditModelEccl, action=adding_compressed_description_field
[2025-07-07 12:26:28] SUCCESS: ✅ Database updated with compressed description | Context: category=creditModelEccl, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:28] INFO: Compressing category | Context: category=segmentError, original_words=11, original_preview=This category contains segment level errors reported from validation and calculation...., display_name=Segment Error
[2025-07-07 12:26:28] SUCCESS: ✅ Successfully compressed category | Context: category=segmentError, original_words=11, compressed_words=7, reduction=36.4%, compressed_preview=Category of segment-level validation and calculation errors....
[2025-07-07 12:26:28] INFO: Saving compressed description to NEW field | Context: category=segmentError, action=adding_compressed_description_field
[2025-07-07 12:26:30] SUCCESS: ✅ Database updated with compressed description | Context: category=segmentError, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:30] INFO: Compressing category | Context: category=entityError, original_words=10, original_preview=This category contains the errors reported from validation and calculation...., display_name=Entity Error
[2025-07-07 12:26:30] SUCCESS: ✅ Successfully compressed category | Context: category=entityError, original_words=10, compressed_words=6, reduction=40.0%, compressed_preview=Contains errors from validation and calculation....
[2025-07-07 12:26:30] INFO: Saving compressed description to NEW field | Context: category=entityError, action=adding_compressed_description_field
[2025-07-07 12:26:32] SUCCESS: ✅ Database updated with compressed description | Context: category=entityError, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:32] INFO: Compressing category | Context: category=gcorrModelParameterPublicFirm, original_words=7, original_preview=The GCorr model parameters for public firms...., display_name=GCorr Model Parameter Public Firm
[2025-07-07 12:26:32] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrModelParameterPublicFirm, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=GCorr model parameters for public firms...
[2025-07-07 12:26:32] INFO: Saving compressed description to NEW field | Context: category=gcorrModelParameterPublicFirm, action=adding_compressed_description_field
[2025-07-07 12:26:35] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrModelParameterPublicFirm, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:35] INFO: Compressing category | Context: category=pidMapping, original_words=8, original_preview=The mapping of the PID to other identifiers...., display_name=PID Mapping
[2025-07-07 12:26:35] FAILURE: ❌ Category compression validation failed | Context: category=pidMapping, original_words=8, compressed_result=The mapping of the PID to other identifiers...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 12:26:35] INFO: Compressing category | Context: category=sicMapping, original_words=13, original_preview=The mapping of the Standard Industrial Classification (SIC) industry to Moody's industry sectors...., display_name=SIC Mapping
[2025-07-07 12:26:36] SUCCESS: ✅ Successfully compressed category | Context: category=sicMapping, original_words=13, compressed_words=11, reduction=15.4%, compressed_preview=Mapping of Standard Industrial Classification (SIC) industries to Moody’s industry sectors....
[2025-07-07 12:26:36] INFO: Saving compressed description to NEW field | Context: category=sicMapping, action=adding_compressed_description_field
[2025-07-07 12:26:37] SUCCESS: ✅ Database updated with compressed description | Context: category=sicMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:37] INFO: Compressing category | Context: category=entityReference, original_words=51, original_preview=This category describes entity-level data fields used for calculation and reporting purpose. Include..., display_name=Entity Reference
[2025-07-07 12:26:38] SUCCESS: ✅ Successfully compressed category | Context: category=entityReference, original_words=51, compressed_words=33, reduction=35.3%, compressed_preview=Category for entity-level data used in calculation and reporting. Includes entity characteristics. E...
[2025-07-07 12:26:38] INFO: Saving compressed description to NEW field | Context: category=entityReference, action=adding_compressed_description_field
[2025-07-07 12:26:40] SUCCESS: ✅ Database updated with compressed description | Context: category=entityReference, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:40] INFO: Processing batch | Context: batch_num=6, total_batches=17, batch_size=10
[2025-07-07 12:26:40] INFO: Compressing category | Context: category=creditEdge, original_words=17, original_preview=Contains CreditEdge company level credit metrics, including the full EDF (Expected Default Frequency..., display_name=CreditEdge
[2025-07-07 12:26:41] SUCCESS: ✅ Successfully compressed category | Context: category=creditEdge, original_words=17, compressed_words=14, reduction=17.6%, compressed_preview=Includes company-level CreditEdge credit metrics, full Expected Default Frequency (EDF), and financi...
[2025-07-07 12:26:41] INFO: Saving compressed description to NEW field | Context: category=creditEdge, action=adding_compressed_description_field
[2025-07-07 12:26:43] SUCCESS: ✅ Database updated with compressed description | Context: category=creditEdge, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:43] INFO: Compressing category | Context: category=creditEdgeCDSIEDF, original_words=37, original_preview=Contains the CreditEdge credit default swap (CDS) implied expected default frequency (EDF). The Cred..., display_name=CreditEdge CDS I-EDF
[2025-07-07 12:26:44] SUCCESS: ✅ Successfully compressed category | Context: category=creditEdgeCDSIEDF, original_words=37, compressed_words=20, reduction=45.9%, compressed_preview=Contains CreditEdge credit default swap (CDS) implied expected default frequency (EDF), measuring is...
[2025-07-07 12:26:44] INFO: Saving compressed description to NEW field | Context: category=creditEdgeCDSIEDF, action=adding_compressed_description_field
[2025-07-07 12:26:46] SUCCESS: ✅ Database updated with compressed description | Context: category=creditEdgeCDSIEDF, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:46] INFO: Compressing category | Context: category=instrumentCashFlow, original_words=66, original_preview=This category describes contract-level cash-flows that can be imported and used for calculation and ..., display_name=Instrument Cash Flow
[2025-07-07 12:26:49] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentCashFlow, original_words=66, compressed_words=44, reduction=33.3%, compressed_preview=Category for importing contract-level cash flows per portfolio, as-of date, and scenario, used for c...
[2025-07-07 12:26:49] INFO: Saving compressed description to NEW field | Context: category=instrumentCashFlow, action=adding_compressed_description_field
[2025-07-07 12:26:51] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentCashFlow, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:51] INFO: Compressing category | Context: category=instrumentGcorrFactorWeight, original_words=78, original_preview=This category contains the weights for the global correlation factors. This category is used, if eit..., display_name=Instrument GCorr Factor Weight
[2025-07-07 12:26:53] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentGcorrFactorWeight, original_words=78, compressed_words=58, reduction=25.6%, compressed_preview=Contains weights for global correlation (GCorr) factors when geography, sector, or both are represen...
[2025-07-07 12:26:53] INFO: Saving compressed description to NEW field | Context: category=instrumentGcorrFactorWeight, action=adding_compressed_description_field
[2025-07-07 12:26:55] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentGcorrFactorWeight, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:55] INFO: Compressing category | Context: category=gcorrISOCountryMapping, original_words=20, original_preview=The mapping of the GCorr factor name for its country codes and the country code defined for ISO 3166..., display_name=GCorr ISO Country Mapping
[2025-07-07 12:26:55] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrISOCountryMapping, original_words=20, compressed_words=14, reduction=30.0%, compressed_preview=Mapping of GCorr factor names to country codes and ISO 3166-1 alpha-3 country codes....
[2025-07-07 12:26:55] INFO: Saving compressed description to NEW field | Context: category=gcorrISOCountryMapping, action=adding_compressed_description_field
[2025-07-07 12:26:57] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrISOCountryMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:57] INFO: Compressing category | Context: category=industryFinancialFirmMapping, original_words=20, original_preview=The mapping of an industry to a flag to indicate if the industry is for a financial firm or not...., display_name=Industry Financial Firm Mapping
[2025-07-07 12:26:57] SUCCESS: ✅ Successfully compressed category | Context: category=industryFinancialFirmMapping, original_words=20, compressed_words=10, reduction=50.0%, compressed_preview=Indicates if an industry is classified as a financial firm....
[2025-07-07 12:26:57] INFO: Saving compressed description to NEW field | Context: category=industryFinancialFirmMapping, action=adding_compressed_description_field
[2025-07-07 12:26:59] SUCCESS: ✅ Database updated with compressed description | Context: category=industryFinancialFirmMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:26:59] INFO: Compressing category | Context: category=ratingPDMap, original_words=34, original_preview=This category maps the rating to the probability of default. Data is imported for each as of date an..., display_name=Rating PD Map
[2025-07-07 12:27:00] SUCCESS: ✅ Successfully compressed category | Context: category=ratingPDMap, original_words=34, compressed_words=25, reduction=26.5%, compressed_preview=Maps rating to probability of default (PD). Data imported per as of date and rating PD map. Primary ...
[2025-07-07 12:27:00] INFO: Saving compressed description to NEW field | Context: category=ratingPDMap, action=adding_compressed_description_field
[2025-07-07 12:27:02] SUCCESS: ✅ Database updated with compressed description | Context: category=ratingPDMap, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:02] INFO: Compressing category | Context: category=instrumentScenario, original_words=37, original_preview=This category contains scenario based instrument inputs, such as scenario based model inptus. Data i..., display_name=Instrument Scenario
[2025-07-07 12:27:02] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentScenario, original_words=37, compressed_words=20, reduction=45.9%, compressed_preview=Category for scenario-based instrument inputs (e.g., scenario-based model inputs). Data imported per...
[2025-07-07 12:27:02] INFO: Saving compressed description to NEW field | Context: category=instrumentScenario, action=adding_compressed_description_field
[2025-07-07 12:27:04] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentScenario, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:04] INFO: Compressing category | Context: category=macroeconomicVariable, original_words=26, original_preview=This category contains the details of the macroeconomic variable such as its description. Data is im..., display_name=Macroeconomic Variable
[2025-07-07 12:27:05] SUCCESS: ✅ Successfully compressed category | Context: category=macroeconomicVariable, original_words=26, compressed_words=16, reduction=38.5%, compressed_preview=Category containing macroeconomic variable details and description; data imported per variable; prim...
[2025-07-07 12:27:05] INFO: Saving compressed description to NEW field | Context: category=macroeconomicVariable, action=adding_compressed_description_field
[2025-07-07 12:27:06] SUCCESS: ✅ Database updated with compressed description | Context: category=macroeconomicVariable, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:06] INFO: Compressing category | Context: category=instrumentHistory, original_words=56, original_preview=This category houses historical data used for expected credit loss forecasting. Data in this categor..., display_name=Instrument History
[2025-07-07 12:27:07] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentHistory, original_words=56, compressed_words=39, reduction=30.4%, compressed_preview=Contains historical data for expected credit loss forecasting: balances, gross charge offs, recoveri...
[2025-07-07 12:27:07] INFO: Saving compressed description to NEW field | Context: category=instrumentHistory, action=adding_compressed_description_field
[2025-07-07 12:27:09] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentHistory, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:09] INFO: Processing batch | Context: batch_num=7, total_batches=17, batch_size=10
[2025-07-07 12:27:09] INFO: Compressing category | Context: category=entityRiskMetric, original_words=46, original_preview=This category describes entity-level risk metrics that can be imported and used for calculation and ..., display_name=Entity Risk Metric
[2025-07-07 12:27:09] SUCCESS: ✅ Successfully compressed category | Context: category=entityRiskMetric, original_words=46, compressed_words=25, reduction=45.7%, compressed_preview=Category for entity-level risk metrics, importable as term structures, used in calculation and repor...
[2025-07-07 12:27:09] INFO: Saving compressed description to NEW field | Context: category=entityRiskMetric, action=adding_compressed_description_field
[2025-07-07 12:27:11] SUCCESS: ✅ Database updated with compressed description | Context: category=entityRiskMetric, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:11] INFO: Compressing category | Context: category=historicalLossAnalyzer, original_words=9, original_preview=The outputs from the Moody's Analytics Historical Loss Analyzer...., display_name=Historical Loss Analyzer
[2025-07-07 12:27:11] SUCCESS: ✅ Successfully compressed category | Context: category=historicalLossAnalyzer, original_words=9, compressed_words=7, reduction=22.2%, compressed_preview=Outputs from Moody's Analytics Historical Loss Analyzer....
[2025-07-07 12:27:11] INFO: Saving compressed description to NEW field | Context: category=historicalLossAnalyzer, action=adding_compressed_description_field
[2025-07-07 12:27:13] SUCCESS: ✅ Database updated with compressed description | Context: category=historicalLossAnalyzer, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:13] INFO: Compressing category | Context: category=gcorrPrivateFirmRsquaredBeta, original_words=11, original_preview=The beta used for to determine the r-squared for private firms...., display_name=GCorr Private Firm R-squared Beta
[2025-07-07 12:27:13] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrPrivateFirmRsquaredBeta, original_words=11, compressed_words=8, reduction=27.3%, compressed_preview=Beta used to calculate R-squared for private firms....
[2025-07-07 12:27:13] INFO: Saving compressed description to NEW field | Context: category=gcorrPrivateFirmRsquaredBeta, action=adding_compressed_description_field
[2025-07-07 12:27:15] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrPrivateFirmRsquaredBeta, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:15] INFO: Compressing category | Context: category=pitPDLongTermAverage, original_words=10, original_preview=The point-in-time (PIT) probability of default (PD) long term average...., display_name=PIT PD Long Term Average
[2025-07-07 12:27:16] SUCCESS: ✅ Successfully compressed category | Context: category=pitPDLongTermAverage, original_words=10, compressed_words=8, reduction=20.0%, compressed_preview=Point-in-time (PIT) probability of default (PD) long-term average....
[2025-07-07 12:27:16] INFO: Saving compressed description to NEW field | Context: category=pitPDLongTermAverage, action=adding_compressed_description_field
[2025-07-07 12:27:18] SUCCESS: ✅ Database updated with compressed description | Context: category=pitPDLongTermAverage, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:18] INFO: Compressing category | Context: category=instrumentReportingIFRS, original_words=52, original_preview=This category contains amounts reported during the reporting period. This category supports the Inte..., display_name=Instrument Reporting IFRS
[2025-07-07 12:27:18] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentReportingIFRS, original_words=52, compressed_words=38, reduction=26.9%, compressed_preview=Amounts reported per reporting period under International Financial Reporting Standards (IFRS). Data...
[2025-07-07 12:27:18] INFO: Saving compressed description to NEW field | Context: category=instrumentReportingIFRS, action=adding_compressed_description_field
[2025-07-07 12:27:20] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentReportingIFRS, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:20] INFO: Compressing category | Context: category=misPDStructuredFinance, original_words=13, original_preview=The probability default for structured finance from the Moody's Investor Services default reports...., display_name=MIS PD Structured Finance
[2025-07-07 12:27:20] SUCCESS: ✅ Successfully compressed category | Context: category=misPDStructuredFinance, original_words=13, compressed_words=12, reduction=7.7%, compressed_preview=Probability of default for structured finance from Moody's Investor Services default reports....
[2025-07-07 12:27:20] INFO: Saving compressed description to NEW field | Context: category=misPDStructuredFinance, action=adding_compressed_description_field
[2025-07-07 12:27:22] SUCCESS: ✅ Database updated with compressed description | Context: category=misPDStructuredFinance, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:22] INFO: Compressing category | Context: category=misLGDUSMunicipalBond, original_words=15, original_preview=The loss given default for US municipal bonds from the Moody's Investor Services default report...., display_name=MIS LGD US Municipal Bond
[2025-07-07 12:27:24] SUCCESS: ✅ Successfully compressed category | Context: category=misLGDUSMunicipalBond, original_words=15, compressed_words=14, reduction=6.7%, compressed_preview=Loss given default (LGD) for US municipal bonds per Moody's Investor Services default report....
[2025-07-07 12:27:24] INFO: Saving compressed description to NEW field | Context: category=misLGDUSMunicipalBond, action=adding_compressed_description_field
[2025-07-07 12:27:26] SUCCESS: ✅ Database updated with compressed description | Context: category=misLGDUSMunicipalBond, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:26] INFO: Compressing category | Context: category=entityQualitativeConditions, original_words=38, original_preview=This category describes the qualitative conditions that are applied to adjust the probability of def..., display_name=Entity Qualitative Conditions
[2025-07-07 12:27:27] SUCCESS: ✅ Successfully compressed category | Context: category=entityQualitativeConditions, original_words=38, compressed_words=26, reduction=31.6%, compressed_preview=Qualitative conditions used to adjust probability of default (PD). Data imported per model and as of...
[2025-07-07 12:27:27] INFO: Saving compressed description to NEW field | Context: category=entityQualitativeConditions, action=adding_compressed_description_field
[2025-07-07 12:27:28] SUCCESS: ✅ Database updated with compressed description | Context: category=entityQualitativeConditions, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:28] INFO: Compressing category | Context: category=misPDUSMunicipalBond, original_words=15, original_preview=The probability of default for US municipal bonds from the Moody's Investor Services default report...., display_name=MIS PD US Municipal Bond
[2025-07-07 12:27:29] SUCCESS: ✅ Successfully compressed category | Context: category=misPDUSMunicipalBond, original_words=15, compressed_words=13, reduction=13.3%, compressed_preview=Probability of default for US municipal bonds per Moody’s Investor Services default report....
[2025-07-07 12:27:29] INFO: Saving compressed description to NEW field | Context: category=misPDUSMunicipalBond, action=adding_compressed_description_field
[2025-07-07 12:27:31] SUCCESS: ✅ Database updated with compressed description | Context: category=misPDUSMunicipalBond, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:31] INFO: Compressing category | Context: category=riskCalcModelCountryMapping, original_words=10, original_preview=Contains the mapping of the RiskCalc model to its country...., display_name=RiskCalc Model Country Mapping
[2025-07-07 12:27:31] SUCCESS: ✅ Successfully compressed category | Context: category=riskCalcModelCountryMapping, original_words=10, compressed_words=5, reduction=50.0%, compressed_preview=Maps RiskCalc model to country....
[2025-07-07 12:27:31] INFO: Saving compressed description to NEW field | Context: category=riskCalcModelCountryMapping, action=adding_compressed_description_field
[2025-07-07 12:27:33] SUCCESS: ✅ Database updated with compressed description | Context: category=riskCalcModelCountryMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:33] INFO: Processing batch | Context: batch_num=8, total_batches=17, batch_size=10
[2025-07-07 12:27:33] INFO: Compressing category | Context: category=riskBasedCapitalMapping, original_words=38, original_preview=Mapping between the entity's rating and risk based capital (RBC) charge. The RBC charge is the value..., display_name=Risk Based Capital Mapping
[2025-07-07 12:27:34] SUCCESS: ✅ Successfully compressed category | Context: category=riskBasedCapitalMapping, original_words=38, compressed_words=22, reduction=42.1%, compressed_preview=Maps entity rating to risk based capital (RBC) charge—value at risk (VAR) percentage institution mus...
[2025-07-07 12:27:34] INFO: Saving compressed description to NEW field | Context: category=riskBasedCapitalMapping, action=adding_compressed_description_field
[2025-07-07 12:27:35] SUCCESS: ✅ Database updated with compressed description | Context: category=riskBasedCapitalMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:35] INFO: Compressing category | Context: category=propertyOutputs, original_words=10, original_preview=Contains additional ouptuts from commercial and residential real estate models...., display_name=Property Outputs
[2025-07-07 12:27:35] SUCCESS: ✅ Successfully compressed category | Context: category=propertyOutputs, original_words=10, compressed_words=9, reduction=10.0%, compressed_preview=Additional outputs from commercial and residential real estate models....
[2025-07-07 12:27:35] INFO: Saving compressed description to NEW field | Context: category=propertyOutputs, action=adding_compressed_description_field
[2025-07-07 12:27:37] SUCCESS: ✅ Database updated with compressed description | Context: category=propertyOutputs, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:37] INFO: Compressing category | Context: category=creditModelEcclV2, original_words=13, original_preview=The outputs from the Moody's Analytics Expected Consumer Credit Losses model version 2...., display_name=Credit Model ECCL V2
[2025-07-07 12:27:37] SUCCESS: ✅ Successfully compressed category | Context: category=creditModelEcclV2, original_words=13, compressed_words=12, reduction=7.7%, compressed_preview=Outputs from Moody's Analytics Expected Consumer Credit Losses (ECCL) model version 2....
[2025-07-07 12:27:37] INFO: Saving compressed description to NEW field | Context: category=creditModelEcclV2, action=adding_compressed_description_field
[2025-07-07 12:27:39] SUCCESS: ✅ Database updated with compressed description | Context: category=creditModelEcclV2, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:39] INFO: Compressing category | Context: category=ttcRatingPDMap, original_words=38, original_preview=This category maps the through-the-cycle (TTC) rating to the TTC probability of default (PD). Data i..., display_name=TTC Rating PD Map
[2025-07-07 12:27:40] SUCCESS: ✅ Successfully compressed category | Context: category=ttcRatingPDMap, original_words=38, compressed_words=29, reduction=23.7%, compressed_preview=Maps through-the-cycle (TTC) rating to TTC probability of default (PD). Data imported per as of date...
[2025-07-07 12:27:40] INFO: Saving compressed description to NEW field | Context: category=ttcRatingPDMap, action=adding_compressed_description_field
[2025-07-07 12:27:41] SUCCESS: ✅ Database updated with compressed description | Context: category=ttcRatingPDMap, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:41] INFO: Compressing category | Context: category=covenantTestingHistory, original_words=19, original_preview=Contains the covenant testing history. Information incudes testing results and testing times for eac..., display_name=Covenant Testing History
[2025-07-07 12:27:42] SUCCESS: ✅ Successfully compressed category | Context: category=covenantTestingHistory, original_words=19, compressed_words=11, reduction=42.1%, compressed_preview=Includes testing results and times for each covenant on specified entities....
[2025-07-07 12:27:42] INFO: Saving compressed description to NEW field | Context: category=covenantTestingHistory, action=adding_compressed_description_field
[2025-07-07 12:27:43] SUCCESS: ✅ Database updated with compressed description | Context: category=covenantTestingHistory, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:43] INFO: Compressing category | Context: category=collateralReference, original_words=33, original_preview=This category describes the collateral reference data for C&I instruments (non CRE). Data is importe..., display_name=Collateral Reference
[2025-07-07 12:27:44] SUCCESS: ✅ Successfully compressed category | Context: category=collateralReference, original_words=33, compressed_words=29, reduction=12.1%, compressed_preview=Collateral reference data for Commercial & Industrial (C&I) instruments (non Commercial Real Estate ...
[2025-07-07 12:27:44] INFO: Saving compressed description to NEW field | Context: category=collateralReference, action=adding_compressed_description_field
[2025-07-07 12:27:46] SUCCESS: ✅ Database updated with compressed description | Context: category=collateralReference, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:46] INFO: Compressing category | Context: category=gcorrPrivateFirmRsquaredLookup, original_words=7, original_preview=The GCorr asset r-squared for private firms...., display_name=GCorr Private Firm R-Squared Lookup
[2025-07-07 12:27:46] SUCCESS: ✅ Successfully compressed category | Context: category=gcorrPrivateFirmRsquaredLookup, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=GCorr asset R-squared for private firms....
[2025-07-07 12:27:46] INFO: Saving compressed description to NEW field | Context: category=gcorrPrivateFirmRsquaredLookup, action=adding_compressed_description_field
[2025-07-07 12:27:48] SUCCESS: ✅ Database updated with compressed description | Context: category=gcorrPrivateFirmRsquaredLookup, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:48] INFO: Compressing category | Context: category=instrumentForecast, original_words=18, original_preview=This category provides the instrument result forecasts for multiple future dates and multiple scenar..., display_name=Instrument Result Forecast
[2025-07-07 12:27:49] SUCCESS: ✅ Successfully compressed category | Context: category=instrumentForecast, original_words=18, compressed_words=12, reduction=33.3%, compressed_preview=Instrument result forecasts for multiple future dates and scenarios in an analysis....
[2025-07-07 12:27:49] INFO: Saving compressed description to NEW field | Context: category=instrumentForecast, action=adding_compressed_description_field
[2025-07-07 12:27:51] SUCCESS: ✅ Database updated with compressed description | Context: category=instrumentForecast, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:51] INFO: Compressing category | Context: category=entityClimateDriversMain, original_words=50, original_preview=This category describes entity-level intermediate data (drivers) used in the calculation of climate-..., display_name=Entity Climate Drivers Main
[2025-07-07 12:27:52] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateDriversMain, original_words=50, compressed_words=27, reduction=46.0%, compressed_preview=Entity-level intermediate data (drivers) used by the EDFX Climate API to calculate climate-adjusted ...
[2025-07-07 12:27:52] INFO: Saving compressed description to NEW field | Context: category=entityClimateDriversMain, action=adding_compressed_description_field
[2025-07-07 12:27:53] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateDriversMain, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:53] INFO: Compressing category | Context: category=entityClimateDriversRegionIndustryPaths, original_words=54, original_preview=This category describes entity-level intermediate data (drivers) used in the calculation of climate-..., display_name=Entity Climate Drivers Region Industry Paths
[2025-07-07 12:27:54] SUCCESS: ✅ Successfully compressed category | Context: category=entityClimateDriversRegionIndustryPaths, original_words=54, compressed_words=31, reduction=42.6%, compressed_preview=Category for entity-level intermediate data (“drivers”) used by the EDFX Climate API to calculate cl...
[2025-07-07 12:27:54] INFO: Saving compressed description to NEW field | Context: category=entityClimateDriversRegionIndustryPaths, action=adding_compressed_description_field
[2025-07-07 12:27:56] SUCCESS: ✅ Database updated with compressed description | Context: category=entityClimateDriversRegionIndustryPaths, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:56] INFO: Processing batch | Context: batch_num=9, total_batches=17, batch_size=10
[2025-07-07 12:27:56] INFO: Compressing category | Context: category=seniorityTextMapping, original_words=20, original_preview=Contains the mapping of the seniority text from RDS to the Moody's Debt Seniority Type and Capital S..., display_name=Seniority Text Mapping
[2025-07-07 12:27:56] SUCCESS: ✅ Successfully compressed category | Context: category=seniorityTextMapping, original_words=20, compressed_words=15, reduction=25.0%, compressed_preview=Maps seniority text from RDS to Moody’s Debt Seniority Type and Capital Structure at Default....
[2025-07-07 12:27:56] INFO: Saving compressed description to NEW field | Context: category=seniorityTextMapping, action=adding_compressed_description_field
[2025-07-07 12:27:58] SUCCESS: ✅ Database updated with compressed description | Context: category=seniorityTextMapping, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 12:27:58] INFO: Compressing category | Context: category=transitionMatrix, original_words=20, original_preview=This category contains transition matrices. This category is partitioned by as of date and the name ..., display_name=Transition Matrix
[2025-07-07 12:27:58] SUCCESS: ✅ Successfully compressed category | Context: category=transitionMatrix, original_words=20, compressed_words=12, reduction=40.0%, compressed_preview=Contains transition matrices, partitioned by as of date and transition matrix name....
[2025-07-07 12:27:58] INFO: Saving compressed description to NEW field | Context: category=transitionMatrix, action=adding_compressed_description_field
