[2025-07-07 11:23:31] SECTION: 
==================================================
COMPRESSION PROCESS STARTED
==================================================
[2025-07-07 11:23:31] INFO: Process configuration | Context: batch_size=10, dry_run=False, model=gpt-4.1
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N04, original_words=5, compressed_result=The weight for NDY N04...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N06, original_words=5, original_preview=The weight for NDY N06...., data_type=Decimal, display_name=N06
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N06, original_words=5, compressed_result=The weight for NDY N06...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Processing batch | Context: batch_num=13, total_batches=176, batch_size=10
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N11, original_words=5, original_preview=The weight for NDY N11...., data_type=Decimal, display_name=N11
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N11, original_words=5, compressed_result=The weight for NDY N11...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N13, original_words=5, original_preview=The weight for NDY N13...., data_type=Decimal, display_name=N13
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N13, original_words=5, compressed_result=The weight for NDY N13...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N14, original_words=5, original_preview=The weight for NDY N14...., data_type=Decimal, display_name=N14
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N14, original_words=5, compressed_result=The weight for NDY N14...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N16, original_words=5, original_preview=The weight for NDY N16...., data_type=Decimal, display_name=N16
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N16, original_words=5, compressed_result=The weight for NDY N16...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N22, original_words=5, original_preview=The weight for NDY N22...., data_type=Decimal, display_name=N22
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N22, original_words=5, compressed_result=The weight for NDY N22...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N29, original_words=5, original_preview=The weight for NDY N29...., data_type=Decimal, display_name=N29
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N29, original_words=5, compressed_result=The weight for NDY N29...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N35, original_words=5, original_preview=The weight for NDY N35...., data_type=Decimal, display_name=N35
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N35, original_words=5, compressed_result=The weight for NDY N35...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N40, original_words=5, original_preview=The weight for NDY N40...., data_type=Decimal, display_name=N40
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N40, original_words=5, compressed_result=The weight for NDY N40...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N43, original_words=5, original_preview=The weight for NDY N43...., data_type=Decimal, display_name=N43
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N43, original_words=5, compressed_result=The weight for NDY N43...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N46, original_words=5, original_preview=The weight for NDY N46...., data_type=Decimal, display_name=N46
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N46, original_words=5, compressed_result=The weight for NDY N46...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Processing batch | Context: batch_num=14, total_batches=176, batch_size=10
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N50, original_words=5, original_preview=The weight for NDY N50...., data_type=Decimal, display_name=N50
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N50, original_words=5, compressed_result=The weight for NDY N50...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N53, original_words=5, original_preview=The weight for NDY N53...., data_type=Decimal, display_name=N53
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N53, original_words=5, compressed_result=The weight for NDY N53...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N55, original_words=5, original_preview=The weight for NDY N55...., data_type=Decimal, display_name=N55
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N55, original_words=5, compressed_result=The weight for NDY N55...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=N58, original_words=5, original_preview=The weight for NDY N58...., data_type=Decimal, display_name=N58
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=N58, original_words=5, compressed_result=The weight for NDY N58...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=ratingSource, original_words=5, original_preview=The source of the rating...., data_type=String, display_name=Rating Source
[2025-07-07 11:24:24] FAILURE: ❌ Compression validation failed | Context: attribute=ratingSource, original_words=5, compressed_result=The source of the rating...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:24] INFO: Compressing attribute | Context: attribute=runSovereignConverter, original_words=20, original_preview=TRUE indicates that the instrument has the minimum inputs to for the MA Sovereign TTC to PIT PD Conv..., data_type=Boolean, display_name=Run Sovereign Converter
[2025-07-07 11:24:25] FAILURE: ❌ Compression validation failed | Context: attribute=runSovereignConverter, original_words=20, compressed_result=TRUE indicates that the instrument has the minimum inputs to for the MA Sovereign TTC to PIT PD Conv..., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:25] INFO: Compressing attribute | Context: attribute=customDimension10, original_words=2, original_preview=Custom dimension...., data_type=String, display_name=Custom Dimension 10
[2025-07-07 11:24:25] FAILURE: ❌ Compression validation failed | Context: attribute=customDimension10, original_words=2, compressed_result=Custom dimension...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:25] INFO: Compressing attribute | Context: attribute=accountingStandard, original_words=14, original_preview=For countries with multiple accounting standards (i.e. GKV, UKV), indicates which standard is used...., data_type=String, display_name=Accounting Standard
[2025-07-07 11:24:25] FAILURE: ❌ Compression validation failed | Context: attribute=accountingStandard, original_words=14, compressed_result=For countries with multiple accounting standards (i.e. GKV, UKV), indicates which standard is used...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:25] INFO: Compressing attribute | Context: attribute=ifrsAllowanceAmountAdjusted, original_words=7, original_preview=The IFRS allowance amount after applying adjustments...., data_type=Amount, display_name=IFRS Allowance Amount Adjusted
[2025-07-07 11:24:26] FAILURE: ❌ Compression validation failed | Context: attribute=ifrsAllowanceAmountAdjusted, original_words=7, compressed_result=The IFRS allowance amount after applying adjustments...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:26] INFO: Compressing attribute | Context: attribute=ifrsAllowanceAmountUnadjusted, original_words=7, original_preview=The IFRS allowance amount before applying adjustments...., data_type=Amount, display_name=IFRS Allowance Amount Unadjusted
[2025-07-07 11:24:26] FAILURE: ❌ Compression validation failed | Context: attribute=ifrsAllowanceAmountUnadjusted, original_words=7, compressed_result=The IFRS allowance amount before applying adjustments...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:26] INFO: Processing batch | Context: batch_num=15, total_batches=176, batch_size=10
[2025-07-07 11:24:26] INFO: Compressing attribute | Context: attribute=pdModelVersion, original_words=10, original_preview=The version of the model used to calculate the PD...., data_type=String, display_name=PD Model Version
[2025-07-07 11:24:27] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=pdModelVersion, original_words=10, compressed_words=9, reduction=10.0%, compressed_preview=Model version used for Probability of Default (PD) calculation....
[2025-07-07 11:24:27] INFO: Saving compressed description to NEW field | Context: attribute=pdModelVersion, action=adding_compressed_description_field
[2025-07-07 11:24:29] SUCCESS: ✅ Database updated with compressed description | Context: attribute=pdModelVersion, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:29] INFO: Compressing attribute | Context: attribute=pdModelMacroeconomicVariableSetOrder, original_words=12, original_preview=The order for which the PD macroeconomic variable set rule is applied...., data_type=String, display_name=PD Model Macroeconomic Variable Set Order
[2025-07-07 11:24:29] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=pdModelMacroeconomicVariableSetOrder, original_words=12, compressed_words=11, reduction=8.3%, compressed_preview=Order of applying Probability of Default (PD) macroeconomic variable set rule....
[2025-07-07 11:24:29] INFO: Saving compressed description to NEW field | Context: attribute=pdModelMacroeconomicVariableSetOrder, action=adding_compressed_description_field
[2025-07-07 11:24:31] SUCCESS: ✅ Database updated with compressed description | Context: attribute=pdModelMacroeconomicVariableSetOrder, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:31] INFO: Compressing attribute | Context: attribute=verificationDocumentation, original_words=64, original_preview=Indicates at what level income, asset, and employment are verified. Valid values are: Full Income - ..., data_type=String, display_name=Verification Documentation
[2025-07-07 11:24:32] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=verificationDocumentation, original_words=64, compressed_words=62, reduction=3.1%, compressed_preview=Level of income, asset, and employment verification. Valid values: Full Income - Full Assets, Full I...
[2025-07-07 11:24:32] INFO: Saving compressed description to NEW field | Context: attribute=verificationDocumentation, action=adding_compressed_description_field
[2025-07-07 11:24:33] SUCCESS: ✅ Database updated with compressed description | Context: attribute=verificationDocumentation, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:33] INFO: Compressing attribute | Context: attribute=internalRatingInitial, original_words=5, original_preview=The internal rating at origination...., data_type=String, display_name=Internal Rating Initial
[2025-07-07 11:24:33] FAILURE: ❌ Compression validation failed | Context: attribute=internalRatingInitial, original_words=5, compressed_result=The internal rating at origination...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:33] INFO: Compressing attribute | Context: attribute=pctileTotalSalesGrowth, original_words=16, original_preview=The percentile of the Total Sales(t)/Total Sales(t-1)-1. Expressed in decimal format. For example, 1..., data_type=Decimal, display_name=Percentile Total Sales Growth
[2025-07-07 11:24:34] FAILURE: ❌ Compression validation failed | Context: attribute=pctileTotalSalesGrowth, original_words=16, compressed_result=The percentile of the Total Sales(t)/Total Sales(t-1)-1. Expressed in decimal format. For example, 1..., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:34] INFO: Compressing attribute | Context: attribute=internalLGDRating, original_words=6, original_preview=The internal rating for the LGD...., data_type=String, display_name=Internal LGD Rating
[2025-07-07 11:24:34] FAILURE: ❌ Compression validation failed | Context: attribute=internalLGDRating, original_words=6, compressed_result=The internal rating for the LGD...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:34] INFO: Compressing attribute | Context: attribute=relContribEBITDAToTotalInterestExpense5Y, original_words=28, original_preview=The proportional contribution of EBITDA/Total Interest Expense ratio to the final probability of def..., data_type=Decimal, display_name=Relative Contribution EBITDA To Total Interest Expense 5 Years
[2025-07-07 11:24:35] FAILURE: ❌ Compression validation failed | Context: attribute=relContribEBITDAToTotalInterestExpense5Y, original_words=28, compressed_result=The proportional contribution of EBITDA/Total Interest Expense ratio to the final probability of def..., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:35] INFO: Compressing attribute | Context: attribute=allowanceChangeTotalIFRS, original_words=12, original_preview=The total IFRS allowance amount change between the prior and current analyses...., data_type=Amount, display_name=Total IFRS Allowance Change
[2025-07-07 11:24:36] FAILURE: ❌ Compression validation failed | Context: attribute=allowanceChangeTotalIFRS, original_words=12, compressed_result=The total IFRS allowance amount change between the prior and current analyses...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:36] INFO: Compressing attribute | Context: attribute=longTermRatingSourceLGD, original_words=11, original_preview=The source of the Moody's long term rating for LGD (longTermRatingForLGD)...., data_type=String, display_name=Long Term Rating Source LGD
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=longTermRatingSourceLGD, original_words=11, compressed_result=The source of the Moody's long term rating for LGD (longTermRatingForLGD)...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N09, original_words=5, original_preview=The weight for NDY N09...., data_type=Decimal, display_name=N09
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N09, original_words=5, compressed_result=The weight for NDY N09...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Processing batch | Context: batch_num=16, total_batches=176, batch_size=10
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N15, original_words=5, original_preview=The weight for NDY N15...., data_type=Decimal, display_name=N15
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N15, original_words=5, compressed_result=The weight for NDY N15...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N18, original_words=5, original_preview=The weight for NDY N18...., data_type=Decimal, display_name=N18
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N18, original_words=5, compressed_result=The weight for NDY N18...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N23, original_words=5, original_preview=The weight for NDY N23...., data_type=Decimal, display_name=N23
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N23, original_words=5, compressed_result=The weight for NDY N23...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N30, original_words=5, original_preview=The weight for NDY N30...., data_type=Decimal, display_name=N30
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N30, original_words=5, compressed_result=The weight for NDY N30...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N31, original_words=5, original_preview=The weight for NDY N31...., data_type=Decimal, display_name=N31
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N31, original_words=5, compressed_result=The weight for NDY N31...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N33, original_words=5, original_preview=The weight for NDY N33...., data_type=Decimal, display_name=N33
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N33, original_words=5, compressed_result=The weight for NDY N33...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N34, original_words=5, original_preview=The weight for NDY N34...., data_type=Decimal, display_name=N34
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N34, original_words=5, compressed_result=The weight for NDY N34...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N52, original_words=5, original_preview=The weight for NDY N52...., data_type=Decimal, display_name=N52
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N52, original_words=5, compressed_result=The weight for NDY N52...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N54, original_words=5, original_preview=The weight for NDY N54...., data_type=Decimal, display_name=N54
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N54, original_words=5, compressed_result=The weight for NDY N54...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=N56, original_words=5, original_preview=The weight for NDY N56...., data_type=Decimal, display_name=N56
[2025-07-07 11:24:37] FAILURE: ❌ Compression validation failed | Context: attribute=N56, original_words=5, compressed_result=The weight for NDY N56...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:37] INFO: Processing batch | Context: batch_num=17, total_batches=176, batch_size=10
[2025-07-07 11:24:37] INFO: Compressing attribute | Context: attribute=ebitdaPreviousYear, original_words=13, original_preview=The EBITDA from the previous year. Expressed in instrument or financial statement currency...., data_type=Amount, display_name=EBITDA Previous Year
[2025-07-07 11:24:38] FAILURE: ❌ Compression validation failed | Context: attribute=ebitdaPreviousYear, original_words=13, compressed_result=The EBITDA from the previous year. Expressed in instrument or financial statement currency...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:38] INFO: Compressing attribute | Context: attribute=runPublicFirmConverter, original_words=21, original_preview=TRUE indicates that the instrument has the minimum inputs to run the MA Public Firm TTC to PIT PD Co..., data_type=Boolean, display_name=Run Public Firm Converter
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=runPublicFirmConverter, original_words=21, compressed_result=TRUE indicates that the instrument has the minimum inputs to run the MA Public Firm TTC to PIT PD Co..., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=netIncomeVolatility, original_words=4, original_preview=A measure of profitability...., data_type=Decimal, display_name=Net Income Volatility
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=netIncomeVolatility, original_words=4, compressed_result=A measure of profitability...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=customNumeric1, original_words=2, original_preview=Custom number...., data_type=Decimal, display_name=Custom Numeric 1
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=customNumeric1, original_words=2, compressed_result=Custom number...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=customNumeric2, original_words=2, original_preview=Custom number...., data_type=Decimal, display_name=Custom Numeric 2
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=customNumeric2, original_words=2, compressed_result=Custom number...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=financialStatementType, original_words=4, original_preview=Describes the financial statement...., data_type=String, display_name=Financial Statement Type
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=financialStatementType, original_words=4, compressed_result=Describes the financial statement...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=instrumentIdentifierType, original_words=4, original_preview=Indicates the identifier type...., data_type=String, display_name=Instrument Identifier Type
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=instrumentIdentifierType, original_words=4, compressed_result=Indicates the identifier type...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=totalAssetsUSD, original_words=5, original_preview=Total assets expressed in USD...., data_type=Amount, display_name=Total Assets USD
[2025-07-07 11:24:39] FAILURE: ❌ Compression validation failed | Context: attribute=totalAssetsUSD, original_words=5, compressed_result=Total assets expressed in USD...., issues=[None, 'No change', 'Not shorter']
[2025-07-07 11:24:39] INFO: Compressing attribute | Context: attribute=eclModelName, original_words=21, original_preview=The name of the model used to calculate the expected credit loss (ECL). <br> Used for the Capital Ri..., data_type=String, display_name=ECL Model
[2025-07-07 11:24:39] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=eclModelName, original_words=21, compressed_words=12, reduction=42.9%, compressed_preview=Model name for expected credit loss (ECL) calculation in Capital Risk Analyzer....
[2025-07-07 11:24:39] INFO: Saving compressed description to NEW field | Context: attribute=eclModelName, action=adding_compressed_description_field
[2025-07-07 11:24:41] SUCCESS: ✅ Database updated with compressed description | Context: attribute=eclModelName, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:41] INFO: Compressing attribute | Context: attribute=interestExpenseModelAsOfDate, original_words=24, original_preview=The as of date of the model used to calculate the interest expense. Formatted as yyyy-mm-dd. <br> Us..., data_type=Date, display_name=Interest Expense Model As of Date
[2025-07-07 11:24:42] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=interestExpenseModelAsOfDate, original_words=24, compressed_words=12, reduction=50.0%, compressed_preview=Model date for interest expense calculation (yyyy-mm-dd) used in Capital Risk Analyzer....
[2025-07-07 11:24:42] INFO: Saving compressed description to NEW field | Context: attribute=interestExpenseModelAsOfDate, action=adding_compressed_description_field
[2025-07-07 11:24:44] SUCCESS: ✅ Database updated with compressed description | Context: attribute=interestExpenseModelAsOfDate, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:44] INFO: Processing batch | Context: batch_num=18, total_batches=176, batch_size=10
[2025-07-07 11:24:44] INFO: Compressing attribute | Context: attribute=anchorScenarioIdentifier, original_words=46, original_preview=The scenario identifier of the anchor scenario used in the GCorr anchoring feature. The value is the..., data_type=String, display_name=Anchor Scenario
[2025-07-07 11:24:46] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=anchorScenarioIdentifier, original_words=46, compressed_words=24, reduction=47.8%, compressed_preview=Identifier of the anchor scenario in the GCorr anchoring feature; represents the baseline scenario (...
[2025-07-07 11:24:46] INFO: Saving compressed description to NEW field | Context: attribute=anchorScenarioIdentifier, action=adding_compressed_description_field
[2025-07-07 11:24:48] SUCCESS: ✅ Database updated with compressed description | Context: attribute=anchorScenarioIdentifier, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:48] INFO: Compressing attribute | Context: attribute=issueLongTermRatingAtAcquisition, original_words=12, original_preview=The Moody's long term issue rating provided when the security was acquired...., data_type=String, display_name=Issue Long Term Rating at Acquisition
[2025-07-07 11:24:48] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=issueLongTermRatingAtAcquisition, original_words=12, compressed_words=7, reduction=41.7%, compressed_preview=Moody's long-term issue rating at security acquisition....
[2025-07-07 11:24:48] INFO: Saving compressed description to NEW field | Context: attribute=issueLongTermRatingAtAcquisition, action=adding_compressed_description_field
[2025-07-07 11:24:50] SUCCESS: ✅ Database updated with compressed description | Context: attribute=issueLongTermRatingAtAcquisition, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:50] INFO: Compressing attribute | Context: attribute=entityContactPostalCode, original_words=9, original_preview=The postal code?of the contact location of the entity...., data_type=String, display_name=Entity Contact Postal Code
[2025-07-07 11:24:50] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityContactPostalCode, original_words=9, compressed_words=6, reduction=33.3%, compressed_preview=Postal code of entity contact location....
[2025-07-07 11:24:50] INFO: Saving compressed description to NEW field | Context: attribute=entityContactPostalCode, action=adding_compressed_description_field
[2025-07-07 11:24:51] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityContactPostalCode, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:51] INFO: Compressing attribute | Context: attribute=entityNUTS2021CountryCode, original_words=19, original_preview=The Nomenclature of territorial units for statistics (NUTS) 2021 country code for the primary major ..., data_type=String, display_name=Entity NUTS 2021 Country Code
[2025-07-07 11:24:52] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entityNUTS2021CountryCode, original_words=19, compressed_words=16, reduction=15.8%, compressed_preview=Nomenclature of Territorial Units for Statistics (NUTS) 2021 country code for entity’s primary major...
[2025-07-07 11:24:52] INFO: Saving compressed description to NEW field | Context: attribute=entityNUTS2021CountryCode, action=adding_compressed_description_field
[2025-07-07 11:24:53] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entityNUTS2021CountryCode, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:53] INFO: Compressing attribute | Context: attribute=debtToIncome, original_words=36, original_preview=The debt to income ratio. Expressed in decimal format. For example, 10% is 0.1. Marked as conditiona..., data_type=Decimal, display_name=Debt to Income
[2025-07-07 11:24:54] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=debtToIncome, original_words=36, compressed_words=21, reduction=41.7%, compressed_preview=Debt to income ratio (decimal), e.g., 10% as 0.1. Required for Mortgage Portfolio Analyzer (Freddie ...
[2025-07-07 11:24:54] INFO: Saving compressed description to NEW field | Context: attribute=debtToIncome, action=adding_compressed_description_field
[2025-07-07 11:24:56] SUCCESS: ✅ Database updated with compressed description | Context: attribute=debtToIncome, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:56] INFO: Compressing attribute | Context: attribute=exchangeRateToReportingCurrency, original_words=14, original_preview=The exchange rate to translate instrument currency into reporting currency. Expressed in decimal for..., data_type=Decimal, display_name=Exchange Rate to Reporting Currency
[2025-07-07 11:24:56] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=exchangeRateToReportingCurrency, original_words=14, compressed_words=9, reduction=35.7%, compressed_preview=Decimal exchange rate converting instrument currency to reporting currency....
[2025-07-07 11:24:56] INFO: Saving compressed description to NEW field | Context: attribute=exchangeRateToReportingCurrency, action=adding_compressed_description_field
[2025-07-07 11:24:58] SUCCESS: ✅ Database updated with compressed description | Context: attribute=exchangeRateToReportingCurrency, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:58] INFO: Compressing attribute | Context: attribute=targetCurrency, original_words=8, original_preview=The currency in which the amount is translated...., data_type=String, display_name=Target Currency
[2025-07-07 11:24:58] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=targetCurrency, original_words=8, compressed_words=4, reduction=50.0%, compressed_preview=Currency for translated amount....
[2025-07-07 11:24:58] INFO: Saving compressed description to NEW field | Context: attribute=targetCurrency, action=adding_compressed_description_field
[2025-07-07 11:24:59] SUCCESS: ✅ Database updated with compressed description | Context: attribute=targetCurrency, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:24:59] INFO: Compressing attribute | Context: attribute=entitySocialNetworkLinkFacebook, original_words=7, original_preview=The link to the entity's Facebook account...., data_type=String, display_name=Social Network Link - Facebook
[2025-07-07 11:25:00] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entitySocialNetworkLinkFacebook, original_words=7, compressed_words=5, reduction=28.6%, compressed_preview=Link to entity’s Facebook account...
[2025-07-07 11:25:00] INFO: Saving compressed description to NEW field | Context: attribute=entitySocialNetworkLinkFacebook, action=adding_compressed_description_field
[2025-07-07 11:25:01] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entitySocialNetworkLinkFacebook, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:25:01] INFO: Compressing attribute | Context: attribute=entitySocialNetworkLinkTwitter, original_words=7, original_preview=The link to the entity's Twitter account...., data_type=String, display_name=Social Network Link - Twitter
[2025-07-07 11:25:01] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=entitySocialNetworkLinkTwitter, original_words=7, compressed_words=6, reduction=14.3%, compressed_preview=Twitter account link for the entity....
[2025-07-07 11:25:01] INFO: Saving compressed description to NEW field | Context: attribute=entitySocialNetworkLinkTwitter, action=adding_compressed_description_field
[2025-07-07 11:25:03] SUCCESS: ✅ Database updated with compressed description | Context: attribute=entitySocialNetworkLinkTwitter, original_kept=YES - original description preserved, new_field=description_compressed
[2025-07-07 11:25:03] INFO: Compressing attribute | Context: attribute=gcorrAssetRecoveryCorrelationPreset, original_words=43, original_preview=Correlation between the asset and recovery processes for an instrument to use when it cannot be sour..., data_type=Decimal, display_name=Gcorr Asset Recovery Correlation Preset
[2025-07-07 11:25:04] SUCCESS: ✅ Successfully compressed attribute | Context: attribute=gcorrAssetRecoveryCorrelationPreset, original_words=43, compressed_words=26, reduction=39.5%, compressed_preview=Correlation between asset and recovery processes for an instrument when not available from model dat...
[2025-07-07 11:25:04] INFO: Saving compressed description to NEW field | Context: attribute=gcorrAssetRecoveryCorrelationPreset, action=adding_compressed_description_field
